order_id,line_item,product_id,quantity,unit_price,discount_pct,final_unit_price
O003998,2,P0096,2,19.01,0,19.01
O003999,1,P0039,2,3.74,0,3.74
O003999,2,P0087,3,2.83,0,2.83
O003999,3,P0006,2,30.89,0,30.89
O004000,1,P0034,6,10.52,0,10.52
O004000,2,P0086,1,9.2,0,9.2
O004000,3,P0075,4,12.02,0,12.02
O004000,4,P0047,2,17.27,0,17.27
O004000,5,P0006,2,30.89,0,30.89
O004001,1,P0084,2,15.02,0,15.02
O004001,2,P0092,1,11.15,0,11.15
O004002,1,P0070,6,7.64,0,7.64
O004002,2,P0066,2,10.82,0,10.82
O004003,1,P0095,5,7.5,0.05,7.12
O004003,2,P0032,5,7.81,0,7.81
O004003,3,P0070,1,7.64,0,7.64
O004004,1,P0050,2,5.15,0,5.15
O004005,1,P0064,4,12.52,0,12.52
O004005,2,P0003,3,17.11,0,17.11
O004005,3,P0044,5,6.86,0,6.86
O004006,1,P0005,1,24.7,0,24.7
O004007,1,P0079,2,11.14,0,11.14
O004008,1,P0075,3,12.02,0,12.02
O004008,2,P0007,6,8.22,0,8.22
O004008,3,P0040,4,11.9,0,11.9
O004009,1,P0077,1,9.64,0.2,7.71
O004009,2,P0019,1,5.85,0.2,4.68
O004010,1,P0088,1,12.43,0,12.43
O004010,2,P0032,2,7.81,0,7.81
O004010,3,P0044,1,6.86,0,6.86
O004010,4,P0073,2,4.8,0,4.8
O004010,5,P0028,3,4.7,0,4.7
O004011,1,P0040,2,11.9,0,11.9
O004011,2,P0011,5,11.81,0,11.81
O004012,1,P0084,4,15.02,0,15.02
O004012,2,P0067,2,13.43,0,13.43
O004013,1,P0094,1,4.45,0,4.45
O004014,1,P0015,1,7.5,0,7.5
O004014,2,P0047,1,17.27,0,17.27
O004015,1,P0013,3,8.65,0,8.65
O004016,1,P0030,2,11.21,0,11.21
O004016,2,P0016,2,18.67,0,18.67
O004016,3,P0067,1,13.43,0,13.43
O004017,1,P0096,2,19.01,0,19.01
O004017,2,P0092,2,11.15,0,11.15
O004017,3,P0093,5,10.47,0,10.47
O004018,1,P0079,1,11.14,0,11.14
O004018,2,P0039,4,3.74,0,3.74
O004019,1,P0036,5,9.61,0,9.61
O004019,2,P0001,5,33.36,0,33.36
O004020,1,P0083,1,9.11,0,9.11
O004020,2,P0089,1,2.58,0,2.58
O004020,3,P0093,1,10.47,0,10.47
O004020,4,P0055,3,7.99,0,7.99
O004021,1,P0030,1,11.21,0,11.21
O004021,2,P0025,1,12.53,0,12.53
O004021,3,P0072,2,6.42,0,6.42
O004021,4,P0081,1,9.58,0,9.58
O004021,5,P0076,1,11.34,0,11.34
O004022,1,P0034,2,10.52,0,10.52
O004022,2,P0076,2,11.34,0,11.34
O004023,1,P0022,1,3.55,0,3.55
O004023,2,P0020,3,8.75,0,8.75
O004024,1,P0042,5,7.65,0.05,7.27
O004024,2,P0063,3,14.43,0,14.43
O004024,3,P0040,2,11.9,0,11.9
O004025,1,P0089,1,2.58,0,2.58
O004025,2,P0030,2,11.21,0,11.21
O004026,1,P0096,1,19.01,0,19.01
O004026,2,P0087,2,2.83,0,2.83
O004027,1,P0096,2,19.01,0,19.01
O004027,2,P0091,4,7.92,0,7.92
O004028,1,P0068,2,8.5,0,8.5
O004028,2,P0093,4,10.47,0,10.47
O004029,1,P0016,1,18.67,0,18.67
O004029,2,P0043,2,4.16,0,4.16
O004030,1,P0026,3,9.35,0,9.35
O004031,1,P0036,2,9.61,0,9.61
O004032,1,P0005,4,24.7,0,24.7
O004032,2,P0092,2,11.15,0,11.15
O004032,3,P0087,1,2.83,0,2.83
O004032,4,P0006,2,30.89,0,30.89
O004033,1,P0052,1,12.17,0,12.17
O004033,2,P0081,4,9.58,0.05,9.1
O004034,1,P0088,2,12.43,0,12.43
O004034,2,P0070,4,7.64,0,7.64
O004034,3,P0032,3,7.81,0,7.81
O004035,1,P0053,4,8.69,0,8.69
O004036,1,P0066,2,10.82,0,10.82
O004036,2,P0087,2,2.83,0,2.83
O004037,1,P0038,1,2.72,0,2.72
O004038,1,P0046,1,3.81,0,3.81
O004038,2,P0006,3,30.89,0,30.89
O004038,3,P0072,2,6.42,0,6.42
O004038,4,P0081,3,9.58,0,9.58
O004039,1,P0048,1,4.81,0,4.81
O004040,1,P0088,2,12.43,0.15,10.57
O004041,1,P0078,2,12.81,0,12.81
O004042,1,P0092,2,11.15,0,11.15
O004042,2,P0036,1,9.61,0,9.61
O004042,3,P0087,5,2.83,0,2.83
O004043,1,P0058,1,11.74,0,11.74
O004043,2,P0069,2,4.89,0,4.89
O004043,3,P0054,3,14.18,0,14.18
O004043,4,P0055,1,7.99,0,7.99
O004044,1,P0083,2,9.11,0,9.11
O004045,1,P0065,1,5.24,0,5.24
O004045,2,P0041,3,4.62,0,4.62
O004045,3,P0015,3,7.5,0,7.5
O004046,1,P0022,2,3.55,0,3.55
O004047,1,P0036,3,9.61,0,9.61
O004047,2,P0051,1,11.26,0,11.26
O004047,3,P0052,3,12.17,0,12.17
O004048,1,P0033,1,14.08,0,14.08
O004048,2,P0017,2,9.92,0,9.92
O004049,1,P0047,1,17.27,0,17.27
O004050,1,P0088,3,12.43,0,12.43
O004050,2,P0038,6,2.72,0,2.72
O004050,3,P0055,3,7.99,0,7.99
O004050,4,P0048,1,4.81,0,4.81
O004050,5,P0028,3,4.7,0,4.7
O004051,1,P0026,1,9.35,0.2,7.48
O004051,2,P0027,1,12.04,0.2,9.63
O004051,3,P0045,2,4.27,0.2,3.42
O004052,1,P0021,1,10.11,0,10.11
O004052,2,P0067,2,13.43,0,13.43
O004052,3,P0055,3,7.99,0,7.99
O004052,4,P0093,2,10.47,0,10.47
O004052,5,P0083,2,9.11,0,9.11
O004052,6,P0084,4,15.02,0,15.02
O004053,1,P0021,2,10.11,0,10.11
O004053,2,P0011,2,11.81,0,11.81
O004053,3,P0034,1,10.52,0,10.52
O004054,1,P0086,6,9.2,0,9.2
O004055,1,P0068,3,8.5,0.05,8.07
O004055,2,P0012,3,22.24,0.05,21.13
O004055,3,P0023,5,12.37,0,12.37
O004056,1,P0094,5,4.45,0.1,4.0
O004057,1,P0029,4,10.2,0.15,8.67
O004057,2,P0067,1,13.43,0.15,11.42
O004057,3,P0013,1,8.65,0.15,7.35
O004058,1,P0012,4,22.24,0,22.24
O004058,2,P0043,5,4.16,0,4.16
O004059,1,P0009,1,35.56,0,35.56
O004059,2,P0025,2,12.53,0,12.53
O004059,3,P0065,1,5.24,0,5.24
O004059,4,P0057,1,15.07,0,15.07
O004059,5,P0042,2,7.65,0,7.65
O004060,1,P0016,3,18.67,0,18.67
O004060,2,P0062,1,17.73,0,17.73
O004060,3,P0057,6,15.07,0,15.07
O004061,1,P0087,2,2.83,0,2.83
O004061,2,P0004,1,36.79,0,36.79
O004061,3,P0065,1,5.24,0,5.24
O004061,4,P0077,4,9.64,0,9.64
O004061,5,P0025,1,12.53,0,12.53
O004062,1,P0016,5,18.67,0,18.67
O004062,2,P0087,1,2.83,0,2.83
O004062,3,P0006,1,30.89,0,30.89
O004063,1,P0009,2,35.56,0,35.56
O004063,2,P0095,1,7.5,0,7.5
O004064,1,P0026,1,9.35,0,9.35
O004064,2,P0042,2,7.65,0,7.65
O004065,1,P0050,3,5.15,0,5.15
O004065,2,P0073,1,4.8,0,4.8
O004066,1,P0092,3,11.15,0,11.15
O004067,1,P0029,3,10.2,0,10.2
O004067,2,P0023,1,12.37,0,12.37
O004068,1,P0033,4,14.08,0,14.08
O004069,1,P0077,1,9.64,0,9.64
O004069,2,P0049,1,4.7,0,4.7
O004070,1,P0022,2,3.55,0.05,3.37
O004070,2,P0035,2,3.66,0.05,3.48
O004070,3,P0016,1,18.67,0,18.67
O004071,1,P0028,6,4.7,0.05,4.46
O004072,1,P0077,2,9.64,0,9.64
O004072,2,P0023,2,12.37,0.05,11.75
O004072,3,P0041,1,4.62,0,4.62
O004073,1,P0030,3,11.21,0.05,10.65
O004073,2,P0078,2,12.81,0,12.81
O004073,3,P0057,1,15.07,0,15.07
O004073,4,P0069,1,4.89,0,4.89
O004074,1,P0071,5,8.8,0,8.8
O004075,1,P0033,1,14.08,0,14.08
O004075,2,P0011,2,11.81,0,11.81
O004076,1,P0083,3,9.11,0,9.11
O004076,2,P0069,5,4.89,0,4.89
O004077,1,P0063,4,14.43,0,14.43
O004077,2,P0031,5,7.98,0,7.98
O004078,1,P0024,2,8.2,0,8.2
O004078,2,P0019,2,5.85,0,5.85
O004079,1,P0008,2,17.03,0,17.03
O004079,2,P0038,1,2.72,0,2.72
O004079,3,P0067,1,13.43,0,13.43
O004079,4,P0015,6,7.5,0,7.5
O004080,1,P0014,3,8.3,0,8.3
O004080,2,P0048,2,4.81,0,4.81
O004080,3,P0070,2,7.64,0,7.64
O004081,1,P0027,1,12.04,0,12.04
O004082,1,P0053,3,8.69,0,8.69
O004082,2,P0056,2,5.49,0,5.49
O004082,3,P0050,7,5.15,0,5.15
O004082,4,P0023,4,12.37,0,12.37
O004082,5,P0074,1,6.66,0,6.66
O004083,1,P0034,1,10.52,0,10.52
O004083,2,P0074,2,6.66,0,6.66
O004083,3,P0087,6,2.83,0,2.83
O004084,1,P0054,5,14.18,0.2,11.34
O004085,1,P0094,3,4.45,0,4.45
O004085,2,P0036,1,9.61,0,9.61
O004086,1,P0004,3,36.79,0,36.79
O004087,1,P0076,5,11.34,0,11.34
O004087,2,P0065,2,5.24,0,5.24
O004087,3,P0053,2,8.69,0,8.69
O004087,4,P0017,1,9.92,0,9.92
O004087,5,P0003,2,17.11,0,17.11
O004087,6,P0069,2,4.89,0,4.89
O004088,1,P0083,6,9.11,0,9.11
O004089,1,P0052,4,12.17,0,12.17
O004089,2,P0048,2,4.81,0,4.81
O004090,1,P0088,2,12.43,0,12.43
O004090,2,P0056,2,5.49,0,5.49
O004091,1,P0084,1,15.02,0,15.02
O004091,2,P0001,2,33.36,0,33.36
O004092,1,P0051,1,11.26,0,11.26
O004092,2,P0005,4,24.7,0,24.7
O004092,3,P0032,2,7.81,0,7.81
O004093,1,P0080,4,19.67,0,19.67
O004093,2,P0083,1,9.11,0,9.11
O004093,3,P0054,4,14.18,0,14.18
O004093,4,P0030,2,11.21,0,11.21
O004094,1,P0031,2,7.98,0,7.98
O004094,2,P0084,3,15.02,0,15.02
O004094,3,P0033,1,14.08,0,14.08
O004094,4,P0028,1,4.7,0,4.7
O004094,5,P0032,1,7.81,0,7.81
O004095,1,P0086,2,9.2,0,9.2
O004095,2,P0094,1,4.45,0,4.45
O004095,3,P0060,1,13.59,0,13.59
O004096,1,P0071,1,8.8,0.15,7.48
O004096,2,P0060,4,13.59,0.15,11.55
O004096,3,P0087,3,2.83,0.15,2.41
O004097,1,P0049,1,4.7,0,4.7
O004097,2,P0063,2,14.43,0,14.43
O004097,3,P0087,1,2.83,0,2.83
O004097,4,P0022,1,3.55,0,3.55
O004097,5,P0034,2,10.52,0,10.52
O004098,1,P0059,1,17.55,0,17.55
O004098,2,P0086,2,9.2,0,9.2
O004099,1,P0015,2,7.5,0,7.5
O004099,2,P0034,1,10.52,0,10.52
O004099,3,P0029,1,10.2,0,10.2
O004100,1,P0068,5,8.5,0,8.5
O004100,2,P0072,4,6.42,0,6.42
O004101,1,P0005,1,24.7,0,24.7
O004102,1,P0020,1,8.75,0,8.75
O004102,2,P0068,4,8.5,0,8.5
O004102,3,P0079,2,11.14,0,11.14
O004102,4,P0025,1,12.53,0,12.53
O004102,5,P0059,1,17.55,0,17.55
O004103,1,P0017,5,9.92,0,9.92
O004103,2,P0035,4,3.66,0,3.66
O004103,3,P0013,4,8.65,0,8.65
O004103,4,P0062,2,17.73,0,17.73
O004104,1,P0035,6,3.66,0,3.66
O004104,2,P0041,1,4.62,0,4.62
O004104,3,P0006,4,30.89,0,30.89
O004104,4,P0087,5,2.83,0,2.83
O004105,1,P0095,1,7.5,0,7.5
O004105,2,P0043,2,4.16,0,4.16
O004106,1,P0070,1,7.64,0,7.64
O004107,1,P0043,6,4.16,0,4.16
O004107,2,P0080,1,19.67,0,19.67
O004108,1,P0058,2,11.74,0.1,10.57
O004109,1,P0086,2,9.2,0,9.2
O004110,1,P0010,1,26.61,0,26.61
O004110,2,P0054,2,14.18,0,14.18
O004111,1,P0060,3,13.59,0,13.59
O004111,2,P0028,6,4.7,0,4.7
O004111,3,P0088,2,12.43,0,12.43
O004112,1,P0019,3,5.85,0,5.85
O004113,1,P0079,3,11.14,0.2,8.91
O004113,2,P0002,3,16.46,0.2,13.17
O004113,3,P0083,1,9.11,0.2,7.29
O004113,4,P0058,2,11.74,0.2,9.39
O004114,1,P0044,1,6.86,0,6.86
O004114,2,P0038,6,2.72,0,2.72
O004114,3,P0092,1,11.15,0,11.15
O004114,4,P0006,1,30.89,0,30.89
O004115,1,P0075,2,12.02,0,12.02
O004115,2,P0047,5,17.27,0,17.27
O004115,3,P0014,1,8.3,0,8.3
O004115,4,P0021,1,10.11,0,10.11
O004116,1,P0030,6,11.21,0,11.21
O004116,2,P0067,1,13.43,0,13.43
O004116,3,P0024,1,8.2,0,8.2
O004117,1,P0073,5,4.8,0,4.8
O004118,1,P0068,4,8.5,0,8.5
O004118,2,P0062,1,17.73,0,17.73
O004118,3,P0066,2,10.82,0,10.82
O004118,4,P0014,4,8.3,0,8.3
O004118,5,P0043,2,4.16,0,4.16
O004118,6,P0015,1,7.5,0,7.5
O004119,1,P0018,2,18.07,0,18.07
O004119,2,P0077,3,9.64,0,9.64
O004120,1,P0021,3,10.11,0,10.11
O004120,2,P0023,1,12.37,0,12.37
O004120,3,P0091,2,7.92,0,7.92
O004121,1,P0068,1,8.5,0,8.5
O004121,2,P0062,1,17.73,0,17.73
O004122,1,P0051,1,11.26,0,11.26
O004122,2,P0052,2,12.17,0,12.17
O004123,1,P0003,1,17.11,0,17.11
O004123,2,P0002,3,16.46,0,16.46
O004123,3,P0014,1,8.3,0,8.3
O004123,4,P0096,1,19.01,0,19.01
O004124,1,P0084,1,15.02,0,15.02
O004124,2,P0006,1,30.89,0,30.89
O004125,1,P0065,4,5.24,0,5.24
O004125,2,P0091,2,7.92,0,7.92
O004126,1,P0071,3,8.8,0,8.8
O004126,2,P0016,5,18.67,0,18.67
O004127,1,P0036,2,9.61,0,9.61
O004128,1,P0084,2,15.02,0,15.02
O004128,2,P0092,1,11.15,0,11.15
O004128,3,P0082,1,19.85,0,19.85
O004129,1,P0013,3,8.65,0,8.65
O004129,2,P0067,4,13.43,0,13.43
O004130,1,P0086,2,9.2,0,9.2
O004131,1,P0093,1,10.47,0,10.47
O004131,2,P0095,3,7.5,0.05,7.12
O004132,1,P0096,4,19.01,0,19.01
O004132,2,P0018,2,18.07,0,18.07
O004132,3,P0055,3,7.99,0,7.99
O004132,4,P0071,1,8.8,0,8.8
O004132,5,P0054,4,14.18,0,14.18
O004132,6,P0013,2,8.65,0,8.65
O004133,1,P0073,2,4.8,0,4.8
O004133,2,P0050,1,5.15,0,5.15
O004133,3,P0088,1,12.43,0,12.43
O004133,4,P0021,4,10.11,0,10.11
O004133,5,P0067,2,13.43,0,13.43
O004133,6,P0053,5,8.69,0,8.69
O004134,1,P0066,3,10.82,0,10.82
O004134,2,P0008,3,17.03,0,17.03
O004134,3,P0040,2,11.9,0,11.9
O004134,4,P0074,2,6.66,0,6.66
O004135,1,P0078,1,12.81,0,12.81
O004135,2,P0096,1,19.01,0,19.01
O004136,1,P0085,6,12.86,0,12.86
O004136,2,P0062,1,17.73,0,17.73
O004137,1,P0081,5,9.58,0,9.58
O004137,2,P0053,3,8.69,0,8.69
O004137,3,P0017,4,9.92,0,9.92
O004137,4,P0011,1,11.81,0,11.81
O004137,5,P0076,2,11.34,0,11.34
O004138,1,P0055,2,7.99,0,7.99
O004138,2,P0095,4,7.5,0,7.5
O004139,1,P0021,2,10.11,0,10.11
O004139,2,P0046,2,3.81,0,3.81
O004139,3,P0039,5,3.74,0,3.74
O004140,1,P0042,1,7.65,0,7.65
O004140,2,P0015,4,7.5,0,7.5
O004141,1,P0038,2,2.72,0,2.72
O004142,1,P0027,1,12.04,0,12.04
O004142,2,P0015,3,7.5,0,7.5
O004143,1,P0054,4,14.18,0,14.18
O004144,1,P0068,1,8.5,0,8.5
O004144,2,P0072,2,6.42,0,6.42
O004145,1,P0044,6,6.86,0,6.86
O004145,2,P0042,2,7.65,0,7.65
O004145,3,P0084,4,15.02,0,15.02
O004146,1,P0008,1,17.03,0,17.03
O004146,2,P0078,1,12.81,0,12.81
O004147,1,P0002,6,16.46,0,16.46
O004148,1,P0068,2,8.5,0,8.5
O004148,2,P0021,2,10.11,0,10.11
O004148,3,P0026,3,9.35,0,9.35
O004148,4,P0041,3,4.62,0,4.62
O004148,5,P0001,2,33.36,0,33.36
O004148,6,P0080,3,19.67,0,19.67
O004149,1,P0053,1,8.69,0,8.69
O004149,2,P0070,4,7.64,0,7.64
O004150,1,P0062,4,17.73,0,17.73
O004150,2,P0007,6,8.22,0,8.22
O004150,3,P0049,3,4.7,0.05,4.46
O004150,4,P0019,3,5.85,0,5.85
O004151,1,P0040,1,11.9,0,11.9
O004151,2,P0090,1,14.65,0,14.65
O004152,1,P0064,5,12.52,0,12.52
O004152,2,P0002,1,16.46,0,16.46
O004153,1,P0023,3,12.37,0,12.37
O004154,1,P0077,6,9.64,0,9.64
O004155,1,P0082,2,19.85,0,19.85
O004155,2,P0070,1,7.64,0,7.64
O004155,3,P0054,1,14.18,0,14.18
O004156,1,P0094,1,4.45,0.05,4.23
O004157,1,P0050,1,5.15,0,5.15
O004157,2,P0011,1,11.81,0,11.81
O004157,3,P0030,1,11.21,0,11.21
O004157,4,P0035,6,3.66,0,3.66
O004157,5,P0024,1,8.2,0,8.2
O004157,6,P0072,1,6.42,0,6.42
O004158,1,P0045,2,4.27,0,4.27
O004158,2,P0011,2,11.81,0,11.81
O004158,3,P0095,3,7.5,0,7.5
O004158,4,P0025,1,12.53,0,12.53
O004159,1,P0019,5,5.85,0,5.85
O004159,2,P0041,3,4.62,0,4.62
O004160,1,P0054,3,14.18,0.05,13.47
O004160,2,P0019,2,5.85,0.05,5.56
O004160,3,P0048,2,4.81,0,4.81
O004161,1,P0077,1,9.64,0,9.64
O004161,2,P0035,5,3.66,0,3.66
O004162,1,P0061,3,7.41,0,7.41
O004163,1,P0009,5,35.56,0,35.56
O004164,1,P0019,2,5.85,0,5.85
O004164,2,P0004,4,36.79,0,36.79
O004165,1,P0019,3,5.85,0,5.85
O004165,2,P0072,1,6.42,0,6.42
O004165,3,P0064,3,12.52,0,12.52
O004165,4,P0046,1,3.81,0,3.81
O004166,1,P0040,4,11.9,0,11.9
O004167,1,P0034,3,10.52,0,10.52
O004168,1,P0059,2,17.55,0,17.55
O004168,2,P0051,1,11.26,0,11.26
O004169,1,P0003,2,17.11,0,17.11
O004169,2,P0062,2,17.73,0,17.73
O004169,3,P0088,2,12.43,0,12.43
O004169,4,P0020,2,8.75,0,8.75
O004169,5,P0015,5,7.5,0,7.5
O004170,1,P0012,1,22.24,0,22.24
O004170,2,P0083,1,9.11,0,9.11
O004170,3,P0079,1,11.14,0,11.14
O004170,4,P0060,4,13.59,0,13.59
O004171,1,P0037,5,4.05,0,4.05
O004171,2,P0008,1,17.03,0,17.03
O004172,1,P0054,3,14.18,0,14.18
O004173,1,P0050,1,5.15,0,5.15
O004173,2,P0080,2,19.67,0,19.67
O004174,1,P0065,4,5.24,0,5.24
O004174,2,P0090,1,14.65,0,14.65
O004174,3,P0001,1,33.36,0,33.36
O004175,1,P0009,3,35.56,0,35.56
O004175,2,P0079,1,11.14,0,11.14
O004175,3,P0063,4,14.43,0,14.43
O004176,1,P0038,3,2.72,0,2.72
O004176,2,P0047,1,17.27,0,17.27
O004177,1,P0090,1,14.65,0,14.65
O004177,2,P0074,3,6.66,0,6.66
O004178,1,P0074,3,6.66,0,6.66
O004178,2,P0057,2,15.07,0,15.07
O004179,1,P0063,1,14.43,0,14.43
O004180,1,P0086,2,9.2,0,9.2
O004180,2,P0061,2,7.41,0,7.41
O004181,1,P0029,1,10.2,0,10.2
O004181,2,P0086,2,9.2,0,9.2
O004182,1,P0045,1,4.27,0,4.27
O004182,2,P0096,1,19.01,0,19.01
O004182,3,P0038,1,2.72,0,2.72
O004183,1,P0053,1,8.69,0,8.69
O004183,2,P0045,4,4.27,0,4.27
O004184,1,P0094,1,4.45,0.05,4.23
O004184,2,P0034,2,10.52,0,10.52
O004184,3,P0006,4,30.89,0,30.89
O004185,1,P0017,1,9.92,0.05,9.42
O004185,2,P0073,6,4.8,0,4.8
O004186,1,P0019,1,5.85,0,5.85
O004186,2,P0091,2,7.92,0,7.92
O004186,3,P0051,1,11.26,0,11.26
O004187,1,P0038,2,2.72,0,2.72
O004187,2,P0074,4,6.66,0,6.66
O004187,3,P0089,2,2.58,0,2.58
O004188,1,P0074,1,6.66,0,6.66
O004189,1,P0005,1,24.7,0,24.7
O004189,2,P0004,3,36.79,0,36.79
O004189,3,P0022,5,3.55,0,3.55
O004189,4,P0095,1,7.5,0,7.5
O004189,5,P0023,1,12.37,0,12.37
O004189,6,P0075,4,12.02,0,12.02
O004190,1,P0062,4,17.73,0,17.73
O004190,2,P0077,2,9.64,0,9.64
O004191,1,P0079,5,11.14,0,11.14
O004191,2,P0016,5,18.67,0,18.67
O004191,3,P0077,4,9.64,0,9.64
O004192,1,P0016,2,18.67,0,18.67
O004192,2,P0079,6,11.14,0,11.14
O004192,3,P0005,2,24.7,0,24.7
O004192,4,P0012,1,22.24,0,22.24
O004192,5,P0023,4,12.37,0,12.37
O004193,1,P0047,4,17.27,0,17.27
O004194,1,P0071,2,8.8,0,8.8
O004194,2,P0003,6,17.11,0,17.11
O004195,1,P0067,2,13.43,0,13.43
O004196,1,P0080,3,19.67,0,19.67
O004196,2,P0087,5,2.83,0,2.83
O004196,3,P0011,2,11.81,0,11.81
O004197,1,P0091,1,7.92,0,7.92
O004198,1,P0035,1,3.66,0,3.66
O004198,2,P0029,3,10.2,0,10.2
O004198,3,P0009,3,35.56,0,35.56
O004198,4,P0027,1,12.04,0,12.04
O004199,1,P0079,3,11.14,0,11.14
O004199,2,P0057,1,15.07,0,15.07
O004199,3,P0087,2,2.83,0,2.83
O004200,1,P0002,2,16.46,0,16.46
O004200,2,P0079,4,11.14,0,11.14
O004200,3,P0072,4,6.42,0,6.42
O004200,4,P0012,3,22.24,0,22.24
O004201,1,P0013,7,8.65,0,8.65
O004201,2,P0035,5,3.66,0,3.66
O004201,3,P0031,5,7.98,0,7.98
O004201,4,P0071,2,8.8,0.05,8.36
O004201,5,P0087,6,2.83,0,2.83
O004201,6,P0038,2,2.72,0,2.72
O004202,1,P0015,2,7.5,0,7.5
O004203,1,P0092,5,11.15,0,11.15
O004204,1,P0071,1,8.8,0,8.8
O004204,2,P0022,2,3.55,0,3.55
O004204,3,P0051,1,11.26,0,11.26
O004204,4,P0089,4,2.58,0,2.58
O004205,1,P0028,1,4.7,0,4.7
O004205,2,P0006,1,30.89,0,30.89
O004205,3,P0031,5,7.98,0,7.98
O004206,1,P0042,4,7.65,0,7.65
O004206,2,P0008,1,17.03,0,17.03
O004206,3,P0027,2,12.04,0,12.04
O004206,4,P0072,4,6.42,0,6.42
O004207,1,P0010,5,26.61,0,26.61
O004208,1,P0087,1,2.83,0.1,2.55
O004209,1,P0032,1,7.81,0,7.81
O004209,2,P0004,4,36.79,0,36.79
O004209,3,P0014,1,8.3,0,8.3
O004210,1,P0044,1,6.86,0,6.86
O004211,1,P0059,4,17.55,0,17.55
O004211,2,P0023,3,12.37,0.05,11.75
O004211,3,P0056,1,5.49,0,5.49
O004211,4,P0011,2,11.81,0,11.81
O004212,1,P0066,5,10.82,0,10.82
O004212,2,P0043,1,4.16,0,4.16
O004212,3,P0058,4,11.74,0,11.74
O004212,4,P0049,2,4.7,0,4.7
O004213,1,P0001,1,33.36,0,33.36
O004213,2,P0019,4,5.85,0,5.85
O004214,1,P0058,3,11.74,0,11.74
O004214,2,P0089,1,2.58,0,2.58
O004215,1,P0019,2,5.85,0,5.85
O004215,2,P0075,1,12.02,0,12.02
O004215,3,P0065,1,5.24,0,5.24
O004215,4,P0081,1,9.58,0,9.58
O004215,5,P0077,2,9.64,0,9.64
O004216,1,P0037,1,4.05,0,4.05
O004216,2,P0030,2,11.21,0,11.21
O004217,1,P0055,2,7.99,0,7.99
O004217,2,P0005,4,24.7,0,24.7
O004217,3,P0022,3,3.55,0,3.55
O004218,1,P0040,3,11.9,0,11.9
O004218,2,P0063,1,14.43,0,14.43
O004219,1,P0030,3,11.21,0,11.21
O004219,2,P0083,5,9.11,0,9.11
O004219,3,P0053,2,8.69,0,8.69
O004219,4,P0074,1,6.66,0,6.66
O004219,5,P0065,4,5.24,0.05,4.98
O004220,1,P0001,2,33.36,0,33.36
O004220,2,P0044,2,6.86,0,6.86
O004221,1,P0063,3,14.43,0,14.43
O004221,2,P0096,3,19.01,0,19.01
O004222,1,P0011,4,11.81,0,11.81
O004222,2,P0030,3,11.21,0,11.21
O004223,1,P0059,3,17.55,0,17.55
O004223,2,P0041,2,4.62,0,4.62
O004223,3,P0033,1,14.08,0,14.08
O004224,1,P0045,6,4.27,0,4.27
O004224,2,P0047,1,17.27,0,17.27
O004225,1,P0079,2,11.14,0,11.14
O004226,1,P0058,1,11.74,0,11.74
O004227,1,P0041,2,4.62,0,4.62
O004227,2,P0059,1,17.55,0,17.55
O004227,3,P0024,3,8.2,0,8.2
O004228,1,P0093,3,10.47,0,10.47
O004229,1,P0049,5,4.7,0,4.7
O004229,2,P0011,2,11.81,0.05,11.22
O004230,1,P0092,1,11.15,0,11.15
O004230,2,P0003,3,17.11,0,17.11
O004230,3,P0014,3,8.3,0,8.3
O004230,4,P0085,1,12.86,0,12.86
O004231,1,P0055,2,7.99,0,7.99
O004231,2,P0054,1,14.18,0,14.18
O004231,3,P0068,6,8.5,0,8.5
O004232,1,P0077,5,9.64,0,9.64
O004232,2,P0002,3,16.46,0,16.46
O004232,3,P0033,2,14.08,0,14.08
O004232,4,P0025,5,12.53,0,12.53
O004232,5,P0090,2,14.65,0,14.65
O004233,1,P0033,4,14.08,0,14.08
O004233,2,P0093,3,10.47,0,10.47
O004233,3,P0085,1,12.86,0,12.86
O004234,1,P0079,2,11.14,0,11.14
O004235,1,P0081,2,9.58,0.05,9.1
O004235,2,P0012,1,22.24,0,22.24
O004235,3,P0044,7,6.86,0,6.86
O004235,4,P0013,2,8.65,0.05,8.22
O004236,1,P0063,3,14.43,0,14.43
O004236,2,P0074,5,6.66,0,6.66
O004236,3,P0006,1,30.89,0,30.89
O004237,1,P0035,2,3.66,0,3.66
O004237,2,P0015,3,7.5,0,7.5
O004237,3,P0056,5,5.49,0,5.49
O004237,4,P0032,2,7.81,0,7.81
O004237,5,P0014,2,8.3,0,8.3
O004238,1,P0084,1,15.02,0,15.02
O004239,1,P0037,7,4.05,0,4.05
O004239,2,P0065,3,5.24,0.05,4.98
O004239,3,P0081,4,9.58,0,9.58
O004240,1,P0028,1,4.7,0,4.7
O004240,2,P0090,1,14.65,0,14.65
O004241,1,P0060,1,13.59,0,13.59
O004241,2,P0009,1,35.56,0,35.56
O004241,3,P0069,1,4.89,0,4.89
O004242,1,P0043,6,4.16,0.1,3.74
O004242,2,P0028,1,4.7,0.1,4.23
O004242,3,P0054,2,14.18,0.1,12.76
O004243,1,P0080,2,19.67,0,19.67
O004243,2,P0016,1,18.67,0,18.67
O004243,3,P0017,2,9.92,0,9.92
O004244,1,P0069,3,4.89,0,4.89
O004244,2,P0010,1,26.61,0,26.61
O004244,3,P0008,2,17.03,0,17.03
O004245,1,P0070,3,7.64,0,7.64
O004245,2,P0057,1,15.07,0,15.07
