order_id,customer_id,order_date,channel,store_id,promo_id,status
O000986,C02630,2022-06-03,In-Store,S010,,Delivered
O000987,C02128,2024-09-30,In-Store,S011,,Delivered
O000988,C00791,2023-02-03,Click & Collect,S010,,Delivered
O000989,C04668,2024-09-02,Online,,,Delivered
O000990,C02646,2023-12-10,Online,,,Delivered
O000991,C02222,2024-12-14,In-Store,S002,,Returned
O000992,C02975,2024-04-23,In-Store,S002,,Delivered
O000993,C01640,2024-05-22,Click & Collect,S001,,Delivered
O000994,C03882,2024-11-20,In-Store,S009,,Delivered
O000995,C03055,2024-02-20,Online,,,Delivered
O000996,C01933,2024-07-25,In-Store,S004,,Returned
O000997,C02822,2024-08-05,In-Store,S009,,Delivered
O000998,C00220,2024-05-31,Online,,,Delivered
O000999,C04681,2023-08-10,Online,,,Delivered
O001000,C02310,2024-03-20,Online,,,Delivered
O001001,C01014,2024-09-14,In-Store,S007,,Cancelled
O001002,C00424,2024-07-29,Click & Collect,S005,,Delivered
O001003,C03837,2022-12-22,In-Store,S011,,Delivered
O001004,C02659,2024-09-24,Click & Collect,S003,,Delivered
O001005,C01487,2024-02-27,In-Store,S011,,Delivered
O001006,C04270,2024-08-12,Online,,,Delivered
O001007,C04816,2024-12-07,In-Store,S010,,Delivered
O001008,C02789,2023-06-23,In-Store,S003,,Cancelled
O001009,C03647,2024-11-12,In-Store,S009,,Cancelled
O001010,C04704,2024-06-21,Online,,,Delivered
O001011,C00716,2023-09-21,In-Store,S010,,Delivered
O001012,C02893,2024-06-01,In-Store,S010,,Delivered
O001013,C01108,2022-02-11,In-Store,S002,,Delivered
O001014,C04134,2024-05-04,In-Store,S007,,Delivered
O001015,C02787,2022-10-13,In-Store,S001,,Delivered
O001016,C02893,2024-12-14,Online,,,Delivered
O001017,C04827,2024-12-01,Online,,PR007,Delivered
O001018,C04804,2024-07-28,Online,,,Delivered
O001019,C01926,2023-07-06,In-Store,S006,PR003,Delivered
O001020,C00571,2023-03-01,In-Store,S008,,Delivered
O001021,C01494,2024-12-21,In-Store,S002,,Returned
O001022,C00739,2024-09-15,Click & Collect,S005,,Delivered
O001023,C00414,2024-07-04,In-Store,S007,PR006,Returned
O001024,C03111,2024-02-19,In-Store,S008,,Cancelled
O001025,C04993,2024-05-28,In-Store,S011,,Delivered
O001026,C00968,2024-08-02,Online,,,Delivered
O001027,C00455,2023-09-08,In-Store,S002,,Delivered
O001028,C02019,2024-11-17,Click & Collect,S008,,Returned
O001029,C03918,2023-07-27,Online,,,Delivered
O001030,C01283,2023-12-26,In-Store,S009,,Delivered
O001031,C00553,2023-09-04,In-Store,S006,,Delivered
O001032,C04571,2024-05-16,Online,,,Delivered
O001033,C01240,2023-04-14,Click & Collect,S003,,Delivered
O001034,C04319,2024-11-23,In-Store,S004,,Delivered
O001035,C02949,2023-03-16,In-Store,S009,PR002,Delivered
O001036,C00099,2024-08-06,Online,,,Delivered
O001037,C04093,2024-05-28,Online,,,Delivered
O001038,C01212,2024-07-10,Click & Collect,S007,,Returned
O001039,C00609,2024-05-06,Online,,,Delivered
O001040,C00945,2024-10-24,Online,,,Delivered
O001041,C04618,2024-01-18,Online,,,Delivered
O001042,C02598,2024-11-08,In-Store,S008,,Delivered
O001043,C03615,2024-12-12,In-Store,S005,,Delivered
O001044,C04385,2024-08-02,Online,,,Delivered
O001045,C03924,2023-12-06,In-Store,S004,,Delivered
O001046,C03142,2024-11-03,Click & Collect,S002,,Returned
O001047,C01040,2023-08-31,Online,,,Delivered
O001048,C00266,2024-03-29,Online,,,Delivered
O001049,C01920,2024-08-03,Click & Collect,S007,,Delivered
O001050,C03019,2024-08-25,Click & Collect,S010,,Delivered
O001051,C00984,2024-10-14,In-Store,S009,,Delivered
O001052,C03901,2024-09-08,Click & Collect,S004,,Delivered
O001053,C04665,2024-12-18,Online,,,Delivered
O001054,C02395,2023-12-14,In-Store,S008,,Delivered
O001055,C00670,2024-10-13,In-Store,S012,,Delivered
O001056,C00643,2023-12-23,Online,,,Delivered
O001057,C00742,2024-10-07,Click & Collect,S011,,Delivered
O001058,C01643,2022-01-05,In-Store,S006,,Delivered
O001059,C02861,2024-02-28,Click & Collect,S007,,Delivered
O001060,C04486,2023-11-17,In-Store,S003,,Delivered
O001061,C00692,2024-01-20,In-Store,S001,,Delivered
O001062,C03048,2024-08-04,In-Store,S011,,Returned
O001063,C03469,2024-03-23,In-Store,S007,,Delivered
O001064,C02867,2024-05-22,In-Store,S012,,Returned
O001065,C01072,2024-10-04,Online,,,Delivered
O001066,C04429,2024-04-28,In-Store,S003,,Delivered
O001067,C00381,2024-07-18,Online,,,Delivered
O001068,C03133,2024-09-30,In-Store,S001,,Delivered
O001069,C02555,2023-05-07,Online,,,Delivered
O001070,C00305,2024-02-27,In-Store,S010,,Delivered
O001071,C04147,2022-04-02,Online,,,Delivered
O001072,C02494,2024-10-20,In-Store,S012,,Delivered
O001073,C02863,2024-05-17,In-Store,S011,,Delivered
O001074,C00289,2024-08-15,Online,,,Delivered
O001075,C00856,2024-02-29,In-Store,S002,,Delivered
O001076,C03669,2023-12-24,Click & Collect,S010,,Delivered
O001077,C04369,2024-05-26,Online,,,Delivered
O001078,C00786,2024-10-18,In-Store,S006,,Delivered
O001079,C02861,2024-05-08,Online,,,Delivered
O001080,C04785,2024-03-26,In-Store,S011,,Delivered
O001081,C04621,2024-08-15,In-Store,S008,,Returned
O001082,C01414,2023-12-13,Click & Collect,S005,,Delivered
O001083,C03524,2023-05-15,Online,,,Delivered
O001084,C04569,2022-06-11,In-Store,S007,,Delivered
O001085,C03894,2024-09-27,In-Store,S008,,Delivered
O001086,C01396,2023-09-09,Online,,,Delivered
O001087,C00708,2024-08-09,Click & Collect,S007,,Delivered
O001088,C02966,2024-05-11,Online,,,Delivered
O001089,C00589,2023-11-03,Online,,,Delivered
O001090,C02034,2023-11-25,Online,,PR004,Delivered
O001091,C03597,2023-10-01,In-Store,S009,,Delivered
O001092,C04781,2024-12-17,In-Store,S005,,Delivered
O001093,C04055,2024-10-04,Click & Collect,S007,,Delivered
O001094,C03313,2024-11-28,In-Store,S009,,Delivered
O001095,C01691,2024-11-01,In-Store,S001,,Delivered
O001096,C01636,2023-06-05,In-Store,S011,,Returned
O001097,C02994,2023-02-02,In-Store,S011,,Returned
O001098,C02602,2023-11-19,Online,,,Delivered
O001099,C03114,2024-08-02,In-Store,S003,,Delivered
O001100,C00814,2024-11-24,Online,,,Delivered
O001101,C02647,2024-12-02,Click & Collect,S008,PR007,Returned
O001102,C04289,2024-08-17,Click & Collect,S008,,Delivered
O001103,C03428,2024-03-02,In-Store,S007,,Delivered
O001104,C00442,2024-12-12,In-Store,S005,,Delivered
O001105,C00427,2024-03-18,In-Store,S007,,Delivered
O001106,C02674,2024-07-08,In-Store,S009,,Delivered
O001107,C04366,2023-04-30,Click & Collect,S003,,Delivered
O001108,C01923,2022-06-29,In-Store,S005,,Delivered
O001109,C04703,2023-02-18,Online,,,Delivered
O001110,C02945,2024-01-19,Online,,,Returned
O001111,C04095,2024-09-25,In-Store,S001,,Delivered
O001112,C00638,2024-10-08,In-Store,S010,,Delivered
O001113,C00902,2024-05-23,In-Store,S005,,Delivered
O001114,C00743,2024-12-01,Click & Collect,S004,PR007,Delivered
O001115,C01427,2024-11-16,Online,,,Delivered
O001116,C01069,2024-12-28,Click & Collect,S004,,Processing
O001117,C01559,2023-07-22,In-Store,S012,,Delivered
O001118,C00903,2024-12-08,In-Store,S001,,Delivered
O001119,C03613,2024-02-06,Online,,,Delivered
O001120,C03866,2024-12-01,Online,,PR007,Delivered
O001121,C03084,2024-09-30,Online,,,Delivered
O001122,C03652,2023-11-18,Online,,,Delivered
O001123,C02762,2024-03-08,In-Store,S011,,Delivered
O001124,C00945,2024-09-03,In-Store,S004,,Delivered
O001125,C02502,2024-06-19,Online,,,Delivered
O001126,C02161,2023-08-18,Click & Collect,S011,,Delivered
O001127,C00041,2023-01-29,Click & Collect,S011,,Cancelled
O001128,C03170,2023-10-01,Click & Collect,S002,,Delivered
O001129,C00742,2022-09-05,Online,,,Delivered
O001130,C02127,2024-10-24,In-Store,S011,,Delivered
O001131,C03586,2024-10-17,Online,,,Delivered
O001132,C01414,2023-09-23,In-Store,S002,,Delivered
O001133,C03576,2024-03-13,In-Store,S003,PR005,Delivered
O001134,C04896,2024-12-06,In-Store,S006,,Delivered
O001135,C02610,2024-02-17,In-Store,S005,,Delivered
O001136,C02215,2024-07-07,Online,,,Delivered
O001137,C02381,2024-09-12,Click & Collect,S004,,Delivered
O001138,C02644,2024-07-18,In-Store,S008,,Delivered
O001139,C04987,2024-08-18,In-Store,S008,,Delivered
O001140,C03963,2023-10-17,Click & Collect,S010,,Delivered
O001141,C02683,2024-06-22,In-Store,S008,,Delivered
O001142,C04626,2024-10-09,In-Store,S006,,Delivered
O001143,C03662,2024-12-06,In-Store,S007,,Returned
O001144,C00741,2024-08-15,Online,,,Delivered
O001145,C00213,2024-05-14,In-Store,S002,,Delivered
O001146,C04938,2023-12-17,Online,,,Delivered
O001147,C01519,2023-11-06,In-Store,S006,,Delivered
O001148,C01433,2024-08-23,Online,,,Cancelled
O001149,C04070,2024-12-14,Online,,,Delivered
O001150,C01474,2022-07-27,Online,,,Delivered
O001151,C03028,2024-11-03,Online,,,Delivered
O001152,C04642,2022-12-06,Click & Collect,S006,,Delivered
O001153,C04980,2024-11-02,In-Store,S011,,Delivered
O001154,C04265,2024-09-05,In-Store,S011,,Delivered
O001155,C01961,2023-10-29,In-Store,S011,,Delivered
O001156,C00849,2023-12-05,Click & Collect,S003,,Delivered
O001157,C04603,2024-03-31,Online,,,Delivered
O001158,C04538,2023-08-22,In-Store,S009,,Delivered
O001159,C02050,2024-02-14,Online,,,Delivered
O001160,C00125,2023-10-27,Online,,,Delivered
O001161,C00829,2024-07-27,In-Store,S011,,Delivered
O001162,C04240,2023-10-22,Click & Collect,S012,,Returned
O001163,C02791,2024-10-14,In-Store,S008,,Delivered
O001164,C01924,2024-06-27,In-Store,S001,,Delivered
O001165,C03290,2023-11-16,Online,,,Delivered
O001166,C01805,2022-07-18,In-Store,S012,,Delivered
O001167,C03822,2023-09-13,Online,,,Delivered
O001168,C00120,2024-03-16,In-Store,S003,PR005,Delivered
O001169,C02215,2024-02-23,Online,,,Delivered
O001170,C01793,2024-02-25,Click & Collect,S010,,Delivered
O001171,C00281,2023-12-09,Click & Collect,S010,,Delivered
O001172,C04401,2023-04-13,In-Store,S007,,Delivered
O001173,C04413,2024-08-25,In-Store,S005,,Cancelled
O001174,C03031,2023-10-30,In-Store,S005,,Delivered
O001175,C00428,2023-12-18,Online,,,Delivered
O001176,C02400,2024-04-24,In-Store,S010,,Delivered
O001177,C03611,2023-05-03,In-Store,S005,,Cancelled
O001178,C00496,2024-05-24,In-Store,S012,,Delivered
O001179,C00875,2024-01-22,In-Store,S006,,Delivered
O001180,C00579,2024-08-23,In-Store,S011,,Delivered
O001181,C01874,2024-09-01,Online,,,Delivered
O001182,C03386,2024-10-05,Online,,,Delivered
O001183,C01475,2024-08-13,Online,,,Delivered
O001184,C00552,2023-05-25,In-Store,S008,,Delivered
O001185,C03749,2024-07-05,Click & Collect,S002,PR006,Delivered
O001186,C02784,2024-12-20,In-Store,S010,,Delivered
O001187,C01999,2024-09-16,In-Store,S008,,Delivered
O001188,C00371,2024-07-06,Click & Collect,S006,,Delivered
O001189,C03469,2023-05-04,In-Store,S005,,Delivered
O001190,C01555,2024-03-19,Click & Collect,S003,,Delivered
O001191,C00127,2024-01-28,Click & Collect,S006,,Delivered
O001192,C03573,2024-12-04,In-Store,S011,,Delivered
O001193,C03835,2023-12-31,In-Store,S012,,Delivered
O001194,C02098,2024-02-05,Click & Collect,S010,,Delivered
O001195,C01506,2022-01-07,Click & Collect,S001,,Cancelled
O001196,C01171,2024-08-30,Online,,,Delivered
O001197,C01291,2024-11-05,Click & Collect,S007,,Delivered
O001198,C01536,2024-08-09,Click & Collect,S005,,Delivered
O001199,C04942,2024-05-11,In-Store,S004,,Delivered
O001200,C00916,2024-04-12,In-Store,S010,,Delivered
O001201,C02857,2024-05-28,In-Store,S008,,Delivered
O001202,C01768,2024-11-30,Online,,PR007,Delivered
O001203,C03541,2022-12-26,Online,,,Delivered
O001204,C00966,2024-09-13,Online,,,Delivered
O001205,C04444,2023-09-24,Click & Collect,S002,,Delivered
O001206,C01548,2024-07-23,In-Store,S011,,Delivered
O001207,C01996,2022-10-23,In-Store,S008,,Delivered
O001208,C03286,2024-05-18,Click & Collect,S006,,Delivered
O001209,C01194,2024-03-31,In-Store,S005,,Delivered
O001210,C03993,2023-11-24,In-Store,S011,PR004,Delivered
O001211,C04079,2024-11-23,Click & Collect,S002,,Delivered
O001212,C01355,2024-07-19,In-Store,S007,,Delivered
O001213,C02341,2022-10-31,In-Store,S001,,Delivered
O001214,C02293,2024-11-03,Online,,,Delivered
O001215,C01717,2024-12-10,Online,,,Delivered
O001216,C04094,2023-05-08,Click & Collect,S012,,Returned
O001217,C02371,2024-09-03,Online,,,Delivered
O001218,C03493,2023-10-27,Click & Collect,S006,,Delivered
O001219,C00267,2024-03-06,Online,,,Delivered
O001220,C04688,2024-04-10,Click & Collect,S011,,Delivered
O001221,C04051,2024-12-23,In-Store,S006,,Delivered
O001222,C00068,2024-08-27,Online,,,Delivered
O001223,C04098,2024-05-27,In-Store,S008,,Delivered
O001224,C04088,2023-05-23,Online,,,Delivered
O001225,C02706,2024-05-28,Online,,,Delivered
O001226,C00383,2022-12-08,Online,,,Returned
O001227,C00497,2024-06-01,Online,,,Delivered
O001228,C03401,2024-12-04,Online,,,Delivered
O001229,C03131,2022-06-26,Online,,,Delivered
O001230,C02949,2023-12-03,In-Store,S004,,Delivered
O001231,C00659,2024-07-25,Click & Collect,S012,,Delivered
O001232,C03506,2024-09-16,Online,,,Delivered
O001233,C01306,2024-12-17,In-Store,S004,,Delivered
O001234,C01448,2024-12-13,In-Store,S004,,Delivered
O001235,C02348,2024-03-01,Click & Collect,S007,,Delivered
O001236,C03305,2023-08-30,In-Store,S007,,Delivered
O001237,C00866,2024-05-21,In-Store,S007,,Delivered
O001238,C01580,2024-11-04,Online,,,Delivered
O001239,C01541,2024-06-20,In-Store,S003,,Delivered
O001240,C03173,2024-11-09,In-Store,S009,,Delivered
O001241,C02356,2022-11-06,Click & Collect,S011,,Delivered
O001242,C01974,2024-11-15,Online,,,Delivered
O001243,C04068,2022-03-20,In-Store,S011,,Delivered
O001244,C00418,2023-10-07,Click & Collect,S001,,Delivered
O001245,C04727,2024-07-08,In-Store,S005,,Delivered
O001246,C04442,2024-05-11,In-Store,S003,,Delivered
O001247,C04108,2023-12-04,In-Store,S006,,Delivered
O001248,C04393,2024-07-01,Click & Collect,S001,PR006,Delivered
O001249,C04530,2023-11-09,In-Store,S006,,Delivered
O001250,C04347,2024-10-19,In-Store,S006,,Delivered
O001251,C01192,2024-02-23,Click & Collect,S010,,Delivered
O001252,C03029,2022-10-01,In-Store,S007,,Cancelled
O001253,C01219,2024-10-17,Click & Collect,S004,,Delivered
O001254,C00570,2024-11-19,In-Store,S010,,Delivered
O001255,C03503,2023-12-18,Online,,,Delivered
O001256,C02619,2022-08-11,In-Store,S004,,Delivered
O001257,C00380,2024-03-01,Online,,,Delivered
O001258,C00850,2024-03-02,Online,,,Delivered
O001259,C04094,2024-07-10,Online,,,Delivered
O001260,C01660,2024-06-30,In-Store,S008,PR006,Delivered
O001261,C01207,2023-11-11,Click & Collect,S010,,Delivered
O001262,C02414,2024-09-15,In-Store,S008,,Delivered
O001263,C03392,2024-11-28,In-Store,S011,,Delivered
O001264,C01308,2024-07-15,Online,,,Delivered
O001265,C00191,2024-09-08,Online,,,Delivered
O001266,C03739,2023-12-22,Online,,,Delivered
O001267,C00036,2024-07-04,Click & Collect,S012,PR006,Delivered
O001268,C04418,2024-10-13,In-Store,S012,,Delivered
O001269,C04132,2024-03-15,In-Store,S012,PR005,Delivered
O001270,C04735,2024-06-06,Online,,,Delivered
O001271,C01976,2024-06-17,In-Store,S009,,Delivered
O001272,C02622,2024-05-18,In-Store,S004,,Delivered
O001273,C00979,2024-09-21,Online,,,Cancelled
O001274,C04070,2024-06-25,In-Store,S001,,Delivered
O001275,C04267,2024-10-13,In-Store,S001,,Delivered
O001276,C00958,2024-09-21,Online,,,Delivered
O001277,C03457,2024-04-03,In-Store,S010,,Delivered
O001278,C03198,2024-02-17,In-Store,S005,,Delivered
O001279,C02202,2022-06-28,Online,,,Delivered
O001280,C00633,2024-08-15,In-Store,S005,,Delivered
O001281,C00685,2024-03-02,Online,,,Delivered
O001282,C03888,2024-11-21,Click & Collect,S003,,Delivered
O001283,C01070,2024-03-10,In-Store,S009,PR005,Returned
O001284,C01294,2023-03-20,In-Store,S007,PR002,Delivered
O001285,C04360,2024-04-07,Online,,,Delivered
O001286,C01203,2023-04-01,Online,,,Delivered
O001287,C02108,2023-07-19,In-Store,S005,,Delivered
O001288,C00499,2024-12-10,Online,,,Returned
O001289,C02887,2023-10-13,Click & Collect,S009,,Delivered
O001290,C02593,2024-09-05,Online,,,Delivered
O001291,C01341,2024-12-20,Click & Collect,S003,,Delivered
O001292,C02243,2024-10-01,In-Store,S011,,Cancelled
O001293,C02288,2024-09-17,Online,,,Delivered
O001294,C04087,2024-02-25,Online,,,Delivered
O001295,C04178,2023-07-18,Online,,,Delivered
O001296,C00611,2022-04-01,In-Store,S009,,Delivered
O001297,C02857,2024-08-27,In-Store,S003,,Delivered
O001298,C02870,2022-08-28,Click & Collect,S004,,Delivered
O001299,C01961,2024-08-01,In-Store,S004,,Delivered
O001300,C01012,2022-11-10,Online,,,Delivered
O001301,C04186,2024-05-15,Online,,,Delivered
O001302,C03031,2022-02-27,In-Store,S011,,Delivered
O001303,C00028,2024-10-31,Online,,,Delivered
O001304,C01980,2024-12-12,In-Store,S008,,Delivered
O001305,C04825,2024-09-21,Click & Collect,S007,,Delivered
O001306,C02271,2023-05-11,In-Store,S010,,Delivered
O001307,C03706,2024-11-17,Online,,,Delivered
O001308,C04730,2023-10-05,Click & Collect,S008,,Delivered
O001309,C02716,2024-08-11,Click & Collect,S002,,Cancelled
O001310,C02448,2024-09-09,In-Store,S002,,Delivered
O001311,C01168,2024-03-25,Click & Collect,S001,,Delivered
O001312,C04275,2024-11-26,Click & Collect,S008,,Delivered
O001313,C02668,2023-04-11,In-Store,S011,,Delivered
O001314,C02711,2024-11-30,In-Store,S007,PR007,Cancelled
O001315,C04715,2022-12-10,Click & Collect,S008,,Delivered
O001316,C00629,2024-12-28,Online,,,Processing
O001317,C02544,2024-11-19,Online,,,Delivered
O001318,C03149,2022-11-13,In-Store,S009,,Delivered
O001319,C03643,2022-06-26,Online,,,Delivered
O001320,C00735,2024-08-26,In-Store,S001,,Delivered
O001321,C03344,2024-12-05,In-Store,S001,,Cancelled
O001322,C03435,2024-12-13,Click & Collect,S007,,Delivered
O001323,C03549,2024-12-20,Online,,,Delivered
O001324,C01523,2022-11-04,In-Store,S001,,Delivered
O001325,C02428,2022-11-22,Online,,,Delivered
O001326,C04715,2024-02-13,Click & Collect,S008,,Delivered
O001327,C04721,2024-07-29,Online,,,Delivered
O001328,C04713,2023-08-07,Online,,,Returned
O001329,C04204,2024-04-20,In-Store,S005,,Delivered
O001330,C04351,2024-03-13,In-Store,S003,PR005,Delivered
O001331,C00293,2024-11-15,Online,,,Delivered
O001332,C01593,2023-03-19,Click & Collect,S012,PR002,Delivered
O001333,C04276,2023-02-14,In-Store,S009,,Delivered
O001334,C00976,2024-12-14,Online,,,Delivered
O001335,C01374,2023-03-20,In-Store,S010,PR002,Delivered
O001336,C00514,2023-11-02,In-Store,S012,,Delivered
O001337,C02145,2022-11-18,In-Store,S009,,Delivered
O001338,C04626,2024-10-18,In-Store,S002,,Delivered
O001339,C03490,2024-11-05,In-Store,S009,,Delivered
O001340,C00017,2023-05-13,In-Store,S009,,Cancelled
O001341,C02295,2024-03-12,In-Store,S008,PR005,Delivered
O001342,C00482,2023-03-04,Online,,,Delivered
O001343,C02489,2024-08-16,In-Store,S002,,Delivered
O001344,C00311,2024-09-09,Click & Collect,S007,,Delivered
O001345,C03984,2024-12-16,Online,,,Delivered
O001346,C00961,2023-12-02,Click & Collect,S008,,Delivered
O001347,C00841,2022-11-27,In-Store,S006,PR001,Cancelled
O001348,C00962,2024-11-08,Online,,,Delivered
O001349,C01676,2023-12-17,In-Store,S010,,Returned
O001350,C01825,2024-08-14,In-Store,S005,,Delivered
O001351,C02498,2024-01-19,Online,,,Delivered
O001352,C01473,2023-10-30,In-Store,S008,,Delivered
O001353,C03794,2024-10-24,Online,,,Delivered
O001354,C03770,2024-02-04,Online,,,Delivered
O001355,C02340,2024-07-11,Online,,,Delivered
O001356,C03602,2024-11-17,In-Store,S009,,Delivered
O001357,C01441,2024-12-10,In-Store,S004,,Cancelled
O001358,C03187,2023-07-07,Online,,PR003,Delivered
O001359,C04438,2024-12-18,Online,,,Delivered
O001360,C03168,2024-06-25,Online,,,Delivered
O001361,C04958,2023-06-23,Online,,,Delivered
O001362,C03095,2023-02-08,Online,,,Delivered
O001363,C03086,2024-10-18,Click & Collect,S007,,Returned
O001364,C00601,2024-10-11,Online,,,Delivered
O001365,C03143,2024-12-21,Online,,,Returned
O001366,C01429,2024-02-18,Online,,,Delivered
O001367,C04142,2023-08-10,In-Store,S004,,Delivered
O001368,C04050,2024-03-21,Online,,,Delivered
O001369,C02288,2024-12-12,Online,,,Cancelled
O001370,C01741,2023-12-10,In-Store,S002,,Delivered
O001371,C03716,2023-08-23,Online,,,Returned
O001372,C00794,2023-01-31,Click & Collect,S002,,Delivered
O001373,C01598,2024-08-24,Online,,,Delivered
O001374,C00675,2023-09-21,Online,,,Delivered
O001375,C02313,2024-02-21,In-Store,S009,,Delivered
O001376,C01695,2024-02-19,Click & Collect,S012,,Delivered
O001377,C04721,2024-09-21,Online,,,Delivered
O001378,C00452,2024-11-20,Click & Collect,S003,,Delivered
O001379,C01651,2023-05-09,In-Store,S007,,Delivered
O001380,C03145,2024-06-29,In-Store,S006,PR006,Delivered
O001381,C02623,2024-11-11,Online,,,Delivered
O001382,C00359,2022-09-15,In-Store,S004,,Delivered
O001383,C02956,2024-06-26,In-Store,S005,,Delivered
O001384,C04898,2022-06-12,Online,,,Delivered
O001385,C01191,2024-10-24,In-Store,S005,,Cancelled
O001386,C04553,2024-01-29,Online,,,Delivered
O001387,C02430,2024-12-18,In-Store,S009,,Cancelled
O001388,C00152,2023-07-06,In-Store,S008,PR003,Delivered
O001389,C04862,2023-03-29,In-Store,S001,,Cancelled
O001390,C02164,2024-10-05,Online,,,Delivered
O001391,C02974,2022-12-24,Click & Collect,S004,,Delivered
O001392,C03688,2024-11-30,Online,,PR007,Delivered
O001393,C02027,2024-12-27,In-Store,S009,,Processing
O001394,C03327,2024-01-13,Online,,,Delivered
O001395,C02505,2023-07-29,Click & Collect,S010,,Delivered
O001396,C04753,2024-11-03,In-Store,S002,,Delivered
O001397,C00092,2023-08-29,Click & Collect,S012,,Delivered
O001398,C04611,2024-11-09,Online,,,Delivered
O001399,C02776,2024-11-04,In-Store,S004,,Returned
O001400,C00857,2024-09-20,In-Store,S007,,Delivered
O001401,C04011,2022-07-27,Online,,,Delivered
O001402,C03576,2024-10-28,Click & Collect,S005,,Delivered
O001403,C02013,2022-11-10,Click & Collect,S006,,Delivered
O001404,C03784,2023-12-23,In-Store,S012,,Delivered
O001405,C02167,2024-11-11,Online,,,Delivered
O001406,C02631,2023-11-21,Online,,,Delivered
O001407,C01890,2023-08-26,In-Store,S008,,Delivered
O001408,C01948,2024-10-23,In-Store,S012,,Delivered
O001409,C04306,2023-06-23,Online,,,Delivered
O001410,C00891,2023-09-22,Click & Collect,S003,,Delivered
O001411,C01876,2023-12-06,Online,,,Cancelled
O001412,C03297,2023-06-27,In-Store,S001,,Delivered
O001413,C02998,2024-08-28,Click & Collect,S002,,Delivered
O001414,C04466,2024-12-07,Click & Collect,S004,,Delivered
O001415,C01243,2024-02-04,In-Store,S001,,Delivered
O001416,C04298,2023-09-24,Online,,,Delivered
O001417,C01619,2024-06-12,Online,,,Delivered
O001418,C02830,2024-07-06,Online,,,Delivered
O001419,C03880,2024-12-25,Online,,,Delivered
O001420,C02034,2023-09-21,In-Store,S003,,Delivered
O001421,C03671,2024-12-15,Online,,,Delivered
O001422,C04834,2024-11-23,Online,,,Cancelled
O001423,C00813,2024-10-30,In-Store,S011,,Delivered
O001424,C03160,2024-10-03,Online,,,Delivered
O001425,C00008,2023-06-07,Online,,,Cancelled
O001426,C00208,2024-09-10,In-Store,S010,,Delivered
O001427,C00404,2024-09-11,In-Store,S002,,Delivered
O001428,C01997,2024-05-23,In-Store,S006,,Delivered
O001429,C01814,2024-09-13,In-Store,S008,,Returned
O001430,C04138,2023-07-25,In-Store,S011,,Returned
O001431,C04634,2024-09-07,In-Store,S007,,Delivered
O001432,C01495,2023-12-21,In-Store,S011,,Delivered
O001433,C01418,2023-11-13,In-Store,S009,,Returned
O001434,C04161,2024-11-01,Online,,,Delivered
O001435,C04497,2022-09-09,In-Store,S006,,Delivered
O001436,C00026,2024-12-11,In-Store,S004,,Delivered
O001437,C02491,2023-04-05,In-Store,S006,,Delivered
O001438,C02986,2023-08-02,Online,,,Delivered
O001439,C00027,2024-12-15,Online,,,Returned
O001440,C00954,2023-10-20,Click & Collect,S002,,Delivered
O001441,C03325,2022-02-12,Online,,,Delivered
O001442,C00694,2024-10-27,In-Store,S007,,Delivered
O001443,C02624,2024-08-25,Online,,,Delivered
O001444,C02506,2024-12-19,Online,,,Delivered
O001445,C01296,2023-03-03,In-Store,S012,,Delivered
O001446,C02651,2023-06-14,In-Store,S010,,Delivered
O001447,C03174,2024-08-24,In-Store,S008,,Delivered
O001448,C04317,2023-03-06,Online,,,Delivered
O001449,C01935,2024-02-09,In-Store,S007,,Cancelled
O001450,C03138,2024-11-20,Online,,,Delivered
O001451,C01338,2024-05-20,Click & Collect,S005,,Returned
O001452,C03089,2024-09-07,In-Store,S002,,Delivered
O001453,C04147,2024-03-19,Online,,,Delivered
O001454,C02338,2022-04-19,In-Store,S005,,Delivered
O001455,C02968,2024-05-28,In-Store,S008,,Delivered
O001456,C04503,2024-08-28,Online,,,Delivered
O001457,C01016,2024-07-11,Online,,,Delivered
O001458,C00254,2024-04-07,In-Store,S010,,Delivered
O001459,C03049,2024-03-06,In-Store,S012,,Delivered
O001460,C01766,2024-09-05,Click & Collect,S007,,Cancelled
O001461,C03232,2024-12-04,In-Store,S008,,Delivered
O001462,C03330,2024-06-19,Click & Collect,S007,,Delivered
O001463,C02483,2024-11-22,Online,,,Delivered
O001464,C02563,2022-12-25,Online,,,Cancelled
O001465,C02757,2024-04-10,Online,,,Delivered
O001466,C00625,2024-12-15,In-Store,S004,,Returned
O001467,C02367,2024-04-12,In-Store,S010,,Delivered
O001468,C02590,2023-03-02,Online,,,Delivered
O001469,C01430,2024-12-20,Click & Collect,S010,,Delivered
O001470,C02693,2024-11-17,In-Store,S003,,Delivered
O001471,C01436,2024-12-13,Click & Collect,S012,,Delivered
O001472,C00114,2023-03-14,Online,,,Delivered
O001473,C02966,2024-07-22,Online,,,Delivered
O001474,C00425,2023-05-10,Click & Collect,S009,,Delivered
O001475,C02148,2024-09-28,In-Store,S007,,Delivered
O001476,C03725,2024-11-07,Online,,,Delivered
O001477,C04121,2024-11-03,Online,,,Delivered
O001478,C02583,2024-02-07,In-Store,S003,,Delivered
O001479,C02858,2024-06-28,Online,,PR006,Delivered
O001480,C03102,2023-08-25,In-Store,S005,,Delivered
O001481,C01727,2022-07-15,Click & Collect,S001,,Cancelled
